selftest: 2026-08-01T12:52:09Z	happy
fetch	falsifiable	pass	object-count clause red on the restored second hop; refs clause blind
selftest: 2026-08-03T04:37:05Z	all
-	apparatus	pass	the ladder proves runnability; leg 2 separates a refusal from a failure to invoke
fetch	happy	pass	four stages, one canonical ref advanced
bundle	happy	pass	four stages, one canonical ref advanced
fetch	attribution	pass	conform/undeclared-path, harvest passed before it
fetch	attribution	pass	verify/suite-failed
fetch	attribution	pass	verify/verify-timeout — the PHASE-02 status mapped to its token
fetch	attribution	pass	advance/stale-base — nothing transferred, strict clause holds
bundle	hygiene	pass	bundle-unsafe-path
bundle	hygiene	pass	bundle-absent
bundle	hygiene	pass	bundle-invalid
bundle	hygiene	pass	resource-cap
fetch	falsifiable	pass	object-count clause red on the restored second hop; refs clause blind
selftest: 2026-08-03T04:42:09Z	all
-	apparatus	pass	the ladder proves runnability; leg 2 separates a refusal from a failure to invoke
fetch	happy	pass	four stages, one canonical ref advanced
bundle	happy	pass	four stages, one canonical ref advanced
fetch	attribution	pass	conform/undeclared-path, harvest passed before it
fetch	attribution	pass	verify/suite-failed
fetch	attribution	pass	verify/verify-timeout — the PHASE-02 status mapped to its token
fetch	attribution	pass	advance/stale-base — nothing transferred, strict clause holds
bundle	hygiene	pass	bundle-unsafe-path
bundle	hygiene	pass	bundle-absent
bundle	hygiene	pass	bundle-invalid
bundle	hygiene	pass	resource-cap
fetch	falsifiable	pass	object-count clause red on the restored second hop; refs clause blind
